Year,Country,Parent_company,Empty,HDPE,LDPE,O,PET,PP,PS,PVC,Grand_Total,num_events,volunteers
2019,Philippines,Tostillas,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Tks Exodus Logistics,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,The Hip Shop,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,The Hershey Company,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Eco Bottling Enterprises,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Happee,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Gsm,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Baby Company,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Candyline Food Mktg. Corp,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Chips,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Multi Rich Foods,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Mountain Plus,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Motts American Company,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Moo,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Candy Prank,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Monde-Nissin,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Cannala Marketing,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jellycham,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jovy'S Banana Chips,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Monde,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Mojito (Bottle Cap),0,0,0,0,0,1,0,0,1,20,3751
2019,Philippines,Miswa,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jr. Orange,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Minute Maid (Bottle),0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Ministop Pande Palaman,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Johnson'S Baby Cologne,0,1,0,0,0,0,0,0,1,20,3751
2019,Philippines,My Coco,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Chewy Candy,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jagaee Potato Fries,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,JS Unitrade,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Nutri Snack,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,JY Food Industries,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Fudge,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Nissin Cup Noodles,0,0,0,0,0,1,0,0,1,20,3751
2019,Philippines,Jacq'S Croissant,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jade Tissue,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Copy One Bond Paper,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Jelle C,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Nesquik,0,1,0,0,0,0,0,0,1,20,3751
2019,Philippines,Ncm Mktng.Corp,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Chum,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Narita Snack Food Corp,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Jbl,0,0,0,0,0,1,0,0,1,20,3751
2019,Philippines,Jco Food Spot,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Cadbury Corp.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Mighty Teens,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Micro Sd Card Reader,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,CHAM,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lamoiyan Corporation,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Champion Hotdog,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lala,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lucky Me Jampong,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lth Food Industrial Inc.,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Lotus,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Cebu Hongtin Soy Factory,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Ceelin,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lion Tiger,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Cdo Karne Norte,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lazada,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lingzhi,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Linda Wipes,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Linda Cotton Wipes,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Limelight,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Century House,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Lemon Square,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Chan Magic Chew,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,2,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Mfdi,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Kitkat Matcha,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Cheng Ban Yek And Co,0,1,0,0,0,0,0,0,1,20,3751
2019,Philippines,Mercury Drug,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Kings Quality Food Inc.,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Master Siomai,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Kita,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Marty'S Cracklin',0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Marshies Marshmallow,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Kopiko 78,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Kraft Heinz Company,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Market Venture,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Markenburg Int'L,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Mark Wilson Food,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Marca Pina,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Kraft Foods,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Mandarin Orange,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Mama Sita's Holding Company,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,JP Noodles,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Choco,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Big Bang,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hokka Gen,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Honey House,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Honeyboy,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Bv Corporation,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Popsticks Lollipop,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hopia,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pmi Cotton,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Pkastic Utensils,0,0,0,0,0,0,1,0,1,20,3751
2019,Philippines,Pintura,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pintoora,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pinnack,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pineapple Blend,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pilot,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pier 28,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Philusa Corp.,0,1,0,0,0,0,0,0,1,20,3751
2019,Philippines,Binch,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Chocolite,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Philippine Inc.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Home Gallery,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Highland Biscuit Inc.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Bostix,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hi-Touch,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Happy Siopao Express,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Qyc Mfg Food,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Harvey,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Quake,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Harvey Candy,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,"Pure Water, Inc.",0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Healthy Multifood Corporation,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Heart Tex,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hello Kitty Wet Wipes,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Bayer,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Bear Brand Yogu,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hello Panda,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Profood Corp.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Prime Snack,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Bei Yi Gel Pen,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Hersheys,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Beng-Bang,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Biscon,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Cookies And Cream,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Island Biscuit Inc.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Otsuka Sims,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Pannys,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Panda 3D Biscuit,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Break Rizzo,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Buahmerah,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Burger Wrap,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Ovaltine Tabs,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Otsuka Pharmaceutical,0,0,0,0,1,0,0,0,1,20,3751
2019,Philippines,Paper Bag,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Iced Gem,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Ok King Corn,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Loops,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Wafer,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Butane Gas Max Plus,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Choco Rhino,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Papelikha Bond Paper,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Intl. Pharma,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pearless Pro.,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Ifp Man.Corp,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Permanent Marker,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Peerless,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Personal Collection,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,"Ideal Macaroni & Spaghetti Factory, Inc",0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Bread Stick,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,Peppero,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Pei Pa Koa,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Innovitelle Inc.,0,1,0,0,0,0,0,0,1,20,3751
2019,Philippines,Breadman,0,0,0,1,0,0,0,0,1,20,3751
2019,Philippines,Iff,0,0,1,0,0,0,0,0,1,20,3751
2019,Philippines,nutri asia inc.,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,p & g,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,maxvit,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,panasonic,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,long ty co phan my pham saigon,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,panda,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,vital,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,kraft food,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,san miguel purefood,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,vakin corp.,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,pt mayora indah tbk,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,shell,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,torino,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,sky treats,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,splash corporation,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,suncerest food incorporated,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,systema lion,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,gojo,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,the candy maker incorporated,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,the gatorade company,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,torch,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,granada food,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Modess,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,enerlife philippines inc.,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Beaver,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Jolly cow,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Inerts,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Gaisano Mall,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Marlboro Cigarettes,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Rain or Shine,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,White Dove,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Star Margarine,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Nestle Granola,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Lami Food,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,THUC PHAM THIEN NHIEN,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,croly food,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,THP GROUP,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Pure Gold,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Youngstown Sardines,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Zagu,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,J.CO,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Lcc,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,Hansel Biscuits,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,avon products mfg.inc.,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,castor philippine inc.,0,0,0,0,0,0,0,0,0,20,3751
2019,Philippines,C2 Iced tea,0,0,0,0,0,0,0,0,0,20,3751
2019,Portugal,Unbranded,0,0,0,1000,0,0,0,0,1000,2,43
2019,Portugal,The Coca-Cola Company,0,0,0,0,2,0,0,0,2,2,43
2019,Portugal,Crysal Ice Bag,0,0,2,0,0,0,0,0,2,2,43
2019,Portugal,Samari Cacahuate Japones,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Nestlé,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,No brand,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Nova AÃ§ores,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,OlÃ¡,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,P&G,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Penacova,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,PepsiCo,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Pingo Doce,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,PitÃ©u,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Red Bull,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Ross Dress for Less,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Solmar,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Sellers Groceries bag,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,MorangÃ£o,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Somersby,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Starbucks Straws,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Staws,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Sumol,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Super Bock Group,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,The Kroger Company,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Unknown Plastic Straws,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Up,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Vitalis,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Walmart Bag,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Moreninha do Rio,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Amanhecer,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Aptonia,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Gourmet,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Argus,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Bom Petisco,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Bubblegum,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Castrol,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Churches Chidden Bag,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Compal,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Continente,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Costa Atum,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Danone,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Dia,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Eristoff,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Fruit Lay,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Gresso,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Mimosa,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,HEB,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Havaianas,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Heineken International,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Hersheys,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,IntermarchÃ©,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Izidoro,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Juver,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Karls Quell,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Lays Chip,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Lidl,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Luso,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,McKee Foods,0,0,0,0,0,0,0,0,0,2,43
2019,Portugal,Mondelez International,0,0,0,0,0,0,0,0,0,2,43
2019,Rwanda,Unbranded,0,0,0,33,45,0,0,0,78,2,82
2019,Rwanda,Bakhresa Group,0,0,0,35,29,0,0,0,64,2,82
2019,Rwanda,Inyange,0,0,0,45,18,0,0,0,63,2,82
2019,Rwanda,Nile,0,0,0,35,0,0,0,0,35,2,82
2019,Rwanda,Nyiragarama,0,0,0,32,0,0,0,0,32,2,82
2019,Rwanda,Huye,0,0,0,24,0,0,0,0,24,2,82
2019,Rwanda,Inyange Yoghourt,0,0,0,23,0,0,0,0,23,2,82
2019,Rwanda,Bralirwa,0,0,0,0,20,0,0,0,20,2,82
2019,Rwanda,The Coca-Cola Company,0,0,0,19,0,0,0,0,19,2,82
2019,Rwanda,Zirakamwa Yoghourt,0,0,0,11,0,0,0,0,11,2,82
2019,Rwanda,Energy,0,0,0,10,0,0,0,0,10,2,82
2019,Rwanda,Masaka Yoghourt,0,0,0,9,0,0,0,0,9,2,82
2019,Rwanda,Upfield,0,0,0,9,0,0,0,0,9,2,82
2019,Rwanda,Movit,0,9,0,0,0,0,0,0,9,2,82
2019,Rwanda,Colgate-Palmolive,0,0,0,5,0,0,0,0,5,2,82
2019,Rwanda,Mukamira Yoghourt,0,0,0,2,0,0,0,0,2,2,82
2019,Slovenia,Unbranded,0,0,40,303,3,3,1,5,355,1,9
2019,Slovenia,Philip Morris,0,0,10,52,0,0,0,0,62,1,9
2019,Slovenia,Union Laško (Heineken),0,1,0,23,22,0,0,0,46,1,9
2019,Slovenia,McDonald's Corporation,0,0,0,27,0,1,3,0,31,1,9
2019,Slovenia,"Mars, Incorporated",0,0,2,14,0,7,0,0,23,1,9
2019,Slovenia,Red Bull,0,0,0,17,0,0,0,0,17,1,9
2019,Slovenia,Dorina,0,0,0,16,0,0,0,0,16,1,9
2019,Slovenia,Winston (Itg Brands - Imperial Tobbaco),0,0,0,15,0,0,0,0,15,1,9
2019,Slovenia,The Coca-Cola Company,0,0,2,4,8,0,0,0,14,1,9
2019,Slovenia,Reckitt Benckiser,0,0,0,0,0,12,0,0,12,1,9
2019,Slovenia,Frutabela,0,0,0,10,0,0,0,0,10,1,9
2019,Slovenia,Ferrero Group,0,0,2,0,0,8,0,0,10,1,9
2019,Slovenia,Mercator (Agrokor),0,0,1,7,2,0,0,0,10,1,9
2019,Slovenia,Jellies,0,0,0,10,0,0,0,0,10,1,9
2019,Slovenia,Dana,0,0,0,2,6,0,0,0,8,1,9
2019,Slovenia,Petrol,0,0,0,7,1,0,0,0,8,1,9
2019,Slovenia,West Imperial Brands Tobacco Company),0,0,0,7,0,0,0,0,7,1,9
2019,Slovenia,West (Imperial Tobacco),0,0,0,7,0,0,0,0,7,1,9
2019,Slovenia,Tatto Gim,0,0,0,0,0,6,0,0,6,1,9
2019,Slovenia,Lucky Strike (Brittish American Tobbaco Group),0,0,0,6,0,0,0,0,6,1,9
2019,Slovenia,PMFTC,0,0,0,5,0,0,0,0,5,1,9
2019,Slovenia,PepsiCo,0,0,0,0,5,0,0,0,5,1,9
2019,Slovenia,Rothmans (International),0,0,0,5,0,0,0,0,5,1,9
2019,Slovenia,Frutabella,0,0,5,0,0,0,0,0,5,1,9
2019,Slovenia,L&M (Philip Morris),0,0,0,5,0,0,0,0,5,1,9
2019,Slovenia,Mondelez International,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Šumi,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Bronhi,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Wipes,0,0,0,4,0,0,0,0,4,1,9
2019,Slovenia,Berg Konig,0,0,0,4,0,0,0,0,4,1,9
2019,Slovenia,Protein Bar,0,0,0,2,1,1,0,0,4,1,9
2019,Slovenia,Choco Rice,0,0,0,4,0,0,0,0,4,1,9
2019,Slovenia,Blendergroup,0,0,0,0,4,0,0,0,4,1,9
2019,Slovenia,Chesterfield (Philip Morris),0,0,0,4,0,0,0,0,4,1,9
2019,Slovenia,Mortadela,0,0,0,2,0,2,0,0,4,1,9
2019,Slovenia,Gelees,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Isla,0,0,0,4,0,0,0,0,4,1,9
2019,Slovenia,Latte Menta,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Fizzy,0,0,0,0,0,4,0,0,4,1,9
2019,Slovenia,Fried,0,0,0,0,0,3,0,0,3,1,9
2019,Slovenia,Monster (Beverage Corporation),0,0,0,3,0,0,0,0,3,1,9
2019,Slovenia,Union,0,0,0,3,0,0,0,0,3,1,9
2019,Slovenia,Zala - Union Laško (Heineken),0,0,0,0,0,3,0,0,3,1,9
2019,Slovenia,Underberg,0,1,1,1,0,0,0,0,3,1,9
2019,Slovenia,Airwaves (Wrigley),0,0,0,3,0,0,0,0,3,1,9
2019,Slovenia,Jack Daniels Whiskey,0,0,0,0,3,0,0,0,3,1,9
2019,Slovenia,Sendvič*,0,0,0,0,0,3,0,0,3,1,9
2019,Slovenia,Kruh,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Lučka,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Protein,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Mini Rolada,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Musli Bar,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Nectar,0,0,0,1,1,0,0,0,2,1,9
2019,Slovenia,Nestlé,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Kinder Egg,0,0,1,1,0,0,0,0,2,1,9
2019,Slovenia,Ricola,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Snickers (Mars),0,0,2,0,0,0,0,0,2,1,9
2019,Slovenia,Sony,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Teamagra,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Tuc,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,X Sour,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Zewa,0,0,2,0,0,0,0,0,2,1,9
2019,Slovenia,King Quattro,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,7Days,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Carnitine,0,0,0,0,2,0,0,0,2,1,9
2019,Slovenia,Biscuit,0,0,2,0,0,0,0,0,2,1,9
2019,Slovenia,Durex (Reckitt Benckiser),0,0,2,0,0,0,0,0,2,1,9
2019,Slovenia,Dm Drogeriemarkt,0,0,2,0,0,0,0,0,2,1,9
2019,Slovenia,Carre,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Develey,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Clipsy Max,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Flying Power (Aldi),0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Delicomat,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Gelatelli Ice Cream,0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Blue Sky,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Glamour (Gallagher Tobacco Company),0,0,0,2,0,0,0,0,2,1,9
2019,Slovenia,Choco & Caramel,0,0,0,0,0,2,0,0,2,1,9
2019,Slovenia,Grape Juice,0,0,0,0,2,0,0,0,2,1,9
2019,Slovenia,Isotonic,0,0,0,2,0,0,0,0,2,1,9
